""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"publication_reference_url"	"subObsID"	"uniqObsID"	"response_agent_original"	"target_pathogen_1"	"target_pathogen_2"	"target_pathogen_3"	"signature_file"	"complete_signature_file"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"ZNF451"	"gene expression"	"up"	"responders, 2011-12season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"2"	"264"	"ZNF451"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_264.txt"	"hipciof_gene_complete_25596819_264.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"ZNF480"	"gene expression"	"up"	"responders, 2011-12season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"2"	"264"	"ZNF480"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_264.txt"	"hipciof_gene_complete_25596819_264.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"ZNF586"	"gene expression"	"up"	"responders, 2011-12season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"2"	"264"	"ZNF586"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_264.txt"	"hipciof_gene_complete_25596819_264.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"ZNF613"	"gene expression"	"up"	"responders, 2011-12season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"2"	"264"	"ZNF613"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_264.txt"	"hipciof_gene_complete_25596819_264.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"ZNF816"	"gene expression"	"up"	"responders, 2011-12season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"2"	"264"	"ZNF816A"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_264.txt"	"hipciof_gene_complete_25596819_264.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"ZNF845"	"gene expression"	"up"	"responders, 2011-12season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"2"	"264"	"ZNF845"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_264.txt"	"hipciof_gene_complete_25596819_264.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"ZNF91"	"gene expression"	"up"	"responders, 2011-12season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"2"	"264"	"ZNF91"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_264.txt"	"hipciof_gene_complete_25596819_264.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"ZNRD1"	"gene expression"	"up"	"responders, 2011-12season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"2"	"264"	"ZNRD1"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_264.txt"	"hipciof_gene_complete_25596819_264.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"SEPTIN7"	"gene expression"	"up"	"responders, 2011-12season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"2"	"264"	"SEPT7"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_264.txt"	"hipciof_gene_complete_25596819_264.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"MARCH6"	"gene expression"	"up"	"responders, 2011-12season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"2"	"264"	"MARCH6"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_264.txt"	"hipciof_gene_complete_25596819_264.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"SEPTIN7P2"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"3"	"265"	"SEPT13"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_265.txt"	"hipciof_gene_complete_25596819_265.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"ABL1"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"3"	"265"	"ABL1"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_265.txt"	"hipciof_gene_complete_25596819_265.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"ACCS"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"3"	"265"	"ACCS"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_265.txt"	"hipciof_gene_complete_25596819_265.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"ADAM15"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"3"	"265"	"ADAM15"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_265.txt"	"hipciof_gene_complete_25596819_265.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"AKR1D1"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"3"	"265"	"AKR1D1"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_265.txt"	"hipciof_gene_complete_25596819_265.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"ALDH2"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"3"	"265"	"ALDH2"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_265.txt"	"hipciof_gene_complete_25596819_265.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"ALG9"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"3"	"265"	"ALG9"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_265.txt"	"hipciof_gene_complete_25596819_265.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"ANKDD1A"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"3"	"265"	"ANKDD1A"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_265.txt"	"hipciof_gene_complete_25596819_265.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"ANKRD30B"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"3"	"265"	"ANKRD30B"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_265.txt"	"hipciof_gene_complete_25596819_265.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"ANKS1A"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"3"	"265"	"ANKS1A"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_265.txt"	"hipciof_gene_complete_25596819_265.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"AP1M1"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"3"	"265"	"AP1M1"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_265.txt"	"hipciof_gene_complete_25596819_265.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"AP3D1"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"3"	"265"	"AP3D1"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_265.txt"	"hipciof_gene_complete_25596819_265.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"APOBR"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"3"	"265"	"APOB48R"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_265.txt"	"hipciof_gene_complete_25596819_265.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"APOL3"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"3"	"265"	"APOL3"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_265.txt"	"hipciof_gene_complete_25596819_265.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"ARFGAP2"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"3"	"265"	"ARFGAP2"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_265.txt"	"hipciof_gene_complete_25596819_265.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"ARL16"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"3"	"265"	"ARL16"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_265.txt"	"hipciof_gene_complete_25596819_265.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"ARL17B"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"3"	"265"	"ARL17B"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_265.txt"	"hipciof_gene_complete_25596819_265.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"ARL17A"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"3"	"265"	"ARL17A"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_265.txt"	"hipciof_gene_complete_25596819_265.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"ASAH1"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"3"	"265"	"ASAH1"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_265.txt"	"hipciof_gene_complete_25596819_265.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"ATP13A1"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"3"	"265"	"ATP13A1"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_265.txt"	"hipciof_gene_complete_25596819_265.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"ATP6AP1"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"3"	"265"	"ATP6AP1"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_265.txt"	"hipciof_gene_complete_25596819_265.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"CEP131"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"3"	"265"	"AZI1"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_265.txt"	"hipciof_gene_complete_25596819_265.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"BCKDK"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"3"	"265"	"BCKDK"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_265.txt"	"hipciof_gene_complete_25596819_265.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"BCS1L"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"3"	"265"	"BCS1L"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_265.txt"	"hipciof_gene_complete_25596819_265.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"BRI3"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"3"	"265"	"BRI3"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_265.txt"	"hipciof_gene_complete_25596819_265.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"BTN3A1"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"3"	"265"	"BTN3A1"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_265.txt"	"hipciof_gene_complete_25596819_265.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"VSIR"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"3"	"265"	"C10orf54"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_265.txt"	"hipciof_gene_complete_25596819_265.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"DGLUCY"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"3"	"265"	"C14orf159"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_265.txt"	"hipciof_gene_complete_25596819_265.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"ANP32A-IT1"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"3"	"265"	"ANP32A-IT1"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_265.txt"	"hipciof_gene_complete_25596819_265.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"C15orf39"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"28d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"3"	"265"	"C15orf39"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_265.txt"	"hipciof_gene_complete_25596819_265.txt"
